corpus,record,side,N,k,eps,I,room,resid,cells,npc,symbol_ok,cell_ok,room_ok,saturated,screen,q95_global,clear_global,strat_cover,q95_strat,clear_strat,q95_local,clear_local,q95_circ,clear_circ
C3,1052_2_261_23,user,25,2,-0.039860227414740025,-0.037759729287699884,0.9473034083527734,0.9850631376404733,8,3.12,True,True,True,False,PASS,0.17845,False,1.0,0.22661,False,0.23759,False,0.1269,False
C3,1053_1098_245_23,model,27,2,0.03681126642646648,0.03333203667837037,0.9054846495149479,0.8721526128365775,7,3.86,True,True,True,False,PASS,0.14068,False,1.0,0.1305,False,0.14541,False,0.02604,True
C3,1053_1098_245_23,user,27,2,0.12496295214022782,0.12484982656531884,0.9990947270933386,0.8742449005280197,7,3.86,True,True,True,False,PASS,0.15403,False,1.0,0.12496,False,0.15403,False,0.00715,True
C3,1054_578_1237_23,model,36,2,0.23199415170971588,0.15989132305544962,0.6892041108670474,0.5293127878115977,6,6.0,True,True,True,False,PASS,0.20543,True,1.0,0.12401,True,0.20506,True,0.1504,True
C3,1054_578_1237_23,user,36,2,-0.010120151237104621,-0.01043426236153544,1.0310381848128078,1.0414724471743433,6,6.0,True,True,True,False,PASS,0.12995,False,1.0,0.08487,False,0.08096,False,0.09001,False
C3,1056_578_579_32,model,28,2,0.41513284541373424,0.3552863585840845,0.855837745697995,0.5005513871139105,7,4.0,True,True,True,False,PASS,0.20482,True,1.0,0.20482,True,0.21435,True,0.32649,True
C3,1056_578_579_32,user,28,2,0.12969137862706573,0.12368845127959716,0.953713751746519,0.8300253004669218,6,4.67,True,True,True,False,PASS,0.17619,False,1.0,0.15975,False,0.16788,False,0.21966,False
C3,1057_1007_128_32,model,27,2,0.2808809419199876,0.28468886079539035,1.0135570567706496,0.7288681959752592,6,4.5,True,True,True,False,PASS,0.16424,True,1.0,0.07712,True,0.14242,True,0.1943,True
C3,1057_1007_128_32,user,27,2,0.24398969286549027,0.19937863865497485,0.8171600870242123,0.6177814483692374,6,4.5,True,True,True,False,PASS,0.23688,True,1.0,0.12121,True,0.25845,False,0.25459,False
C3,1058_261_578_46,model,30,2,0.15344983103999418,0.1210749561583746,0.7890198075670634,0.6679448514086888,7,4.29,True,True,True,False,PASS,0.21301,False,1.0,0.17953,False,0.21564,False,0.20378,False
C3,1058_261_578_46,user,30,2,0.01164005945655216,0.011630991715217531,0.9992209884005769,0.9875899966853594,7,4.29,True,True,True,False,PASS,0.15573,False,1.0,0.11989,False,0.11454,False,0.05056,False
C3,1059_1007_393_32,model,29,2,0.1724248935227535,0.17146333873221598,0.9944233412537347,0.8229600025215187,8,3.62,True,True,True,False,PASS,0.15061,True,1.0,0.14971,True,0.14363,True,0.16008,True
C3,1059_1007_393_32,user,29,2,-0.040532222226200426,-0.04077116300140049,1.005895082037856,1.0466662450392565,8,3.62,True,True,True,False,PASS,0.12188,False,1.0,0.15572,False,0.15285,False,0.11673,False
C3,105_734_1039_37,model,43,2,-0.034125846445031575,-0.03298510844586766,0.9665726093856348,0.9995577178315025,8,5.38,True,True,True,False,PASS,0.07872,False,1.0,0.06783,False,0.07063,False,0.03491,False
C3,105_734_1039_37,user,43,2,-0.023061117487316474,-0.023740514792852663,1.0294607278207508,1.0532012426136035,8,5.38,True,True,True,False,PASS,0.07203,False,1.0,0.06001,False,0.05959,False,0.09967,False
C3,1060_719_720_19,model,30,2,-0.007598528701047725,-0.007009867559577776,0.9225295889994096,0.9295394565589874,8,3.75,True,True,True,False,PASS,0.17244,False,1.0,0.163,False,0.17521,False,0.14727,False
C3,1060_719_720_19,user,30,2,0.13986367338835018,0.1295397401069509,0.9261857419350521,0.7966460018281012,7,4.29,True,True,True,False,PASS,0.17165,False,1.0,0.14819,False,0.16666,False,0.14881,False
C3,1061_1016_789_32,model,24,2,0.09868849896777365,0.09925109368735452,1.0057007120937627,0.9064496184064081,8,3.0,True,True,True,False,PASS,0.19553,False,1.0,0.17333,False,0.19698,False,0.0302,True
C3,1061_1016_789_32,user,24,2,-0.019580522202346903,-0.020336524937739853,1.0386099373438742,1.058946462281614,8,3.0,True,True,True,False,PASS,0.18473,False,1.0,0.20412,False,0.19871,False,-0.0193,False
C3,1063_664_1042_31,model,33,2,0.25239313156686805,0.24124685064274753,0.9558376218285977,0.7145907711858501,6,5.5,True,True,True,False,PASS,0.13296,True,1.0,0.16822,True,0.11187,True,0.09914,True
C3,1063_664_1042_31,user,33,2,0.2694112126345299,0.23638118610138947,0.8773992136030829,0.6410180275016935,7,4.71,True,True,True,False,PASS,0.14653,True,1.0,0.1342,True,0.17448,True,0.09426,True
C3,1064_723_144_0,model,25,2,0.025041816414508155,0.02621399506443356,1.0468088508646,1.0205948558001665,7,3.57,True,True,True,False,PASS,0.16479,False,1.0,0.13572,False,0.14777,False,0.12274,False
C3,1064_723_144_0,user,25,2,0.23576286813811476,0.22333896855026159,0.9473034083527734,0.7239644398025118,7,3.57,True,True,True,False,PASS,0.20371,True,1.0,0.23302,True,0.20371,True,0.15748,True
C3,1065_720_1042_19,model,34,2,0.32551170044310357,0.32966827244208163,1.0127693474407216,0.6831010749986399,7,4.86,True,True,True,False,PASS,0.10549,True,1.0,0.09126,True,0.12691,True,0.07937,True
C3,1065_720_1042_19,user,34,2,-0.024443925874632334,-0.023166887728711894,0.9477564220874299,0.9709233098161418,8,4.25,True,True,True,False,PASS,0.132,False,1.0,0.12606,False,0.14928,False,0.06886,False
C3,1066_1007_318_50,model,32,2,0.03390929121277686,0.03389295449458185,0.9995182229527448,0.965625268458163,7,4.57,True,True,True,False,PASS,0.12257,False,1.0,0.09332,False,0.12642,False,0.10696,False
C3,1066_1007_318_50,user,32,2,0.23900237182290232,0.2221969319320395,0.9296850497227892,0.7074881177907497,7,4.57,True,True,True,False,PASS,0.15988,True,1.0,0.12898,True,0.15349,True,0.15978,True
C3,1067_173_1337_31,model,37,2,0.017011603279101284,0.017388272460163723,1.0221418977907377,1.004753625330574,8,4.62,True,True,True,False,PASS,0.08132,False,1.0,0.07759,False,0.09643,False,0.16498,False
C3,1067_173_1337_31,user,37,2,0.0616265871513407,0.06367112862504354,1.0331762891344594,0.9695051605094158,8,4.62,True,True,True,False,PASS,0.081,False,1.0,0.0942,False,0.08636,False,0.05236,True
C3,1068_483_764_31,model,25,2,0.18080185697237977,0.1622730005180376,0.8975184394418431,0.7352454389238054,6,4.17,True,True,True,False,PASS,0.18815,False,1.0,0.21264,False,0.18815,False,0.14199,True
